title,item_id,rate,content,sentiment
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Hasta ahora 10 puntos. Diria que la relación precio calidad es excelente. Es lo que esperaba.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,"Muy buen producto, un poco grande con respecto a otro modelo que tengo moto e6 play.",Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,4,Bueno en relación precio- calidad.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Bien. Lindo y moderno. Muy práctico. Gracias.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Excelente.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,"Muy lindo, de batería esperaba dure más pero estoy conforme, linda cámara trasera, la delantera no tanto.",Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,4,Está muy lindo es como se muestra en la foto lo único no dura mucho la bateria.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Muy bueno.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Excelente.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,"El cargador presento fallas antes del mes, el teléfono funciona perfectamente y es estéticamente hermoso.",Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,"Muy buen celular en relación al precio, la cámara un 10, y de estética es hermoso.",Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,"Muy buen producto, excelente por precio calidad.",Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Exelente.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,4,Muy buen celular. Motorola me tiene acostumbrado a presentar celulares de gama media-baja con una calidad que no debe envidiarle nada a los demás modelos de la misma gama o incluso más alta.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Es un celular acordé a sus características muy buena.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Hermoso y practico.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,La verdad cumple de 10.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Excelente producto. Fue un regalo y me comentan que funciona excelente. Motorola jamás decepciona.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Todo rapidísimo y muy buen celular.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Muy bueno.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,Fotos excelente. Filmaciones baja calidad. Pero el resto me saco el sombrero.,Positive
Moto G14 128 Gb Gris 4 Gb Ram,MLA1628173390,5,"Buen producto, cumple con su función.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"Rapido, buena camara, bien la pantalla pero la bateria maliiiissima.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Se lonregale a mi sra, y quedé impactado para bien. De manera tal que voy a reemplazar mi s21 fe por este.
Muy bueno la verdad.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,Aun no lo probe del todo pero me gustan los atajos motorola que hacen mas rapida la respuesta de apps comunes.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Solo una semana de uso. Primera impresión buenísima.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Excelente producto. Es un celular muy potente y se actualizó a android 14. Mi mujer está muy contenta con el regalo.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"Hermoso el celular , es rapido buena memoria de almacenamiento y lo compre color rosa por que decidi salir del closet 1 beso grande.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"El producto muy bueno,,,,lo q me gustaría,,,es el reintegro d la compra cancelada anteriormente,,,,, gracias.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Muy satisfecha con el producto.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Es muy bueno.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Exelente es lo que esperaba ,el color magenta es hermoso 😍.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Hasta ahora todo bien siempre compro motorola que es el que más soporta el día a dia.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Muy buena calidad en la cámara, muy buena duración de batería también y tiene muchas utilidades nuevas.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Excelente.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Muy lindo y linda definición de la cámara, muy conforme con la compra.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Llevo 2 semanas usandolo y me pareció excelente, para lo qe cuesta un gama media/alta hoy en día la verdad que muy bien este motorola.
Vengo de un iphone xs max y puedo decir que la camara de este motorola en cuanto a fotos es muy superior, en cuanto a video siento qe te qeda debiendo el 4k 60 fps.
En general por el precio está muy bien.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Excelente celular, la marca motorola nos tiene muy bien acostumbrados! muy buena interfaz, celular con excelente ram y capacidad de almacenaje!.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"Es un buen celu. Siempre habia tenido samsung pero creo q motorola no se qeda atrás cn las funciones y calidad d camara. Lo que si, a vcs cuando está cargando se pone loquito y no registra el táctil, lo atribuyo a q el cargador es de cargarapida y suelen hacer eso en los equipos, dsp de eso. Muy buen cel, amplia memoria. El color de carcasa hermoso. Lo q todavia no consigo es funda ni templado. Pero le adapte uno.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Mi producto me pareció execelente fue más de lo q esperaba en cuanto a calidad y precio. Muy satisfecha.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Buen celular para el precio que tiene buscaba un celu con 260 de ram de memoria y este era el más barato que había con esa característica. La batería me dura todo el día y llega a la noche al 50% eso si active la función de ahorro de energía y la otra de consumo con ia. El punto débil es la cámara la calidad de las fotos deja mucho que desear si buscas un celu por la cámara de fotos búscate otro.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Un súper celu.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Muy buen celular.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Muy bueno.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,La camara trasera vino como empañada por dentro. Lo que le quita calidad a las fotos.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Por lo que vale esta mas que bien cumple mis expectativas.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Lindo celu.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Es exelente.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"Anda exelente , no esperen mucho de la cámara.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Exelente.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"Es un buen teléfono a mi no iba le compré un g82, así que algo parecido son, este tiene dos gigas más de ram y 256 gigas de almacenamine contra 128 del g82. Me gusta su carga rápido en 40 minutos está completo aprox. Buen teléfono y agradable. Espero les allá servido.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Muy conforme, la pantalla es sensible y rápida, el teléfono en sí es rápido también en sus funciones, me gusta mucho el manejo por gestos. La cámara saca buenas fotos, si bien lo mío no es nada profesional, solo fotos cotidianas. Solamente le criticaría un par de cosas: cada vez que lo cargo empieza como en un loop a notificarme que empieza a cargarse (y vi que es una falla que otras personas reportaron), pero creo que es un tema del cargador, como si no hiciera bien contacto. La otra falla, que ocurrió 2 veces (hace un mes que lo tengo) es que se me activó solo el asistente de voz de google diciéndome que debía sacarlo de modo avión (una vez ocurrió de madrugada mientras estaba durmiendo y me hizo despertar sobresaltada, y otra vez de mañana, aún en la cama, pero despierta). Fuera de eso, me parece un muy buen celular, estoy muy contenta con él.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,La batería no es buena.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Es hermosoooo! la mejor inversión la verdad.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"Muy lindo celular,rápido,buena cámara excelente todo lo único malo es la batería(que si bien con el cargador turbopower incluído carga en una hora o menos al 100 porciento)se descarga bastante rápido usándolo discretamente como en mi caso así que no me quiero imaginar usándolo a full pero bueno en términos generales es un buen celular.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Genial, muy bien teléfono.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Muy bueno teniendo en cuenta precio calidad.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"Muy bueno en general, precio calidad, liviano y rápido, duración de batería optima y carga rápido , la cámara frontal no es muy buena, cámara trasera bastante buena. 8 puntos.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Muy bueno.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Muy bueno.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,"La verdad esperaba más,la batería no dura nada y eso que no lo uso demasiado. Y la música en bluetooth se escucha a bajo volumen. Nada mucho precio m parece. Ahora ya está.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Excelente producto. No sé podía esperar más con motorola.
💯 recomendable.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,4,Lo que no me gustó fue que le bajaron el precio después que lo compré 😢.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Es hermoso el celular.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Encantado con su calidad.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Muy lindo y eficiente.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Hasta el momento genial.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Todo lo que esperaba.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"El telefono es hermoso y funciona muy bien, super rapidisimo y mucha memoria. Lo unico que la camara lenta se ve mal, con rayas horizontales mas oscuras y mas claras.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,Genial.,Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Muy bueno esteticamente, muy buena calidad de pantalla, muy liviano y con muy buena duracion de bateria para lo que esperaba (con uso intenso la bateria dura 1 dia entero). Es muy rapido y muy personalizable. La camara de fotos la he usado poco, pero estoy conforme hasta ahora.",Positive
Moto G84 5g Color Viva Magenta,MLA1570099690,5,"Excelente equipo, muy ligero al usarlo y fácil también la batería dura bastante, los juegos se mueven fluido sin lag, la cámara es buena y correcta!!!.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Es lo que yo estaba buscando,muy satisfecha con la compra.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"El celular es fantástico. Ya tenia un moto g32 y lo cambie solo porque necesitaba una cámara con mas zoom y la tecnología nfc. Si buscas un celular que puedas usar muchas aplicaciones, sacar fotos, escuchar música y que tenga carga rápida. Este cumple con todas esas expectativas.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy buen teléfono.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Cálidas precio bien.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Buen producto con unas aplicaciones muy buenas yo siempre compré samsung y me fue bien ahora vamos a ver qué tan bueno es motorola.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy bueno.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy buen celular.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Este teléfono es hermoso, liviano y moderno. Las cámaras son más aceptables, la pantalla está muy bien y el sistema operativo corre perfecto. Lo compré para regalar y quedé regio.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,4,"Bueno relación precio, calidad, rápido no se tilda.
Buena cámara, y muy lindo estéticamente.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,4,"Hace menos de un mes que lo estoy usando, nose mucho de celulares, pero creo que es bueno, funciona muy bien, la batería depende el uso, hay veces que lo ocupo poco y dura mas de 24 hs, y al precio que lo compre y en cuotas un excelente teléfono.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Es lo que esperaba.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Estéticamente más que bonito, su funcionamiento (hasta ahora) excelente.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Una máquina.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy recomendable.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Lo que esperaba exelente.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Todavía no he utilizado todo pero es muy buen celular, estoy contenta.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Exelente.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Lo tengo desde hace pocos días pero hasta ahora me parece excelente el sistema operativo es el último funciona a la perfección no tuve hasta ahora ningún problema gracias a dios.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy bueno 😃.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Por calidad precio me pareció algo muy bueno y bien armado en el sentido de los materiales de fabricación, muy conforme con la compra.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Lo compraría de nuevo. Las prestaciones de excelencia. Las fotos maravillosas. Velocidad c la luz.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Muy buen producto, era lo que esperaba! tanto en diseño como duración de la batería.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Ok.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy bueno.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Excelente producto,y muy accesible con las cuotas al momento de la compra muchas gracias.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,4,"Bien, cumplió mis expectativas.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Muy buen celular, aunque la batería me parece que dura muy poco y la cámara no es de lo mejor pero igual es uno de los mejores por el precio.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Excelente precio calidad.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Es exelente.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Muy buen celular, estéticamente lindo, la batería dura más de un día, las fotos muy lindas, como siempre motorola, sin quejas.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Es muy buen teléfono,siempre tuve motorola y por el precio de este modelo cumple con todas las expectativas que tenía.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Todavía lo estoy probando pero es genial.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,4,Bueno en precio calidad.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Estoy feliz con el celular me encanta lo recomiendo es muy práctico estoy chocha.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Hermoso tel , muy liviano ,tienen nfc ya que son pocos los que traen está aplicación.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy bueno.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy lindo la verdad. Anda perfecto y tiene linda cámara.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy buen teléfono lo recomiendo.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy buen producto.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Mi producto me pareció muy bueno, todas las características del teléfono son muy buenas!.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,4,Por ahora cumple con su cometido no he sacado fotos todavía y la batería aún no la he utilizado tanto como para saber su duración pero por ahora me parece bien.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy bueno relacion precio calidad.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Excelente modelo. Muy buena calidad la definición de las fotos. La parte posterior tiene una textura diferente, me encanta. Personalmente uso mucho el celular, hago videollamadas largas, unos de redes etc. No me dura la batería más de un día.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Estoy muy conforme con el producto. Es lo que esperaba.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Recién comienze a usarlo porqué estuve internada, presentación y precio excelente.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Me encanta súper recomendable.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,"Muy lindo , recomendable.",Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Increíble una máquina.,Positive
Motorola Moto G54 5g 128 Gb Verde 4 Gb Ram,MLA1401877995,5,Muy bueno.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Realmente muy satisfecha con la compra. Es un celular robusto, trae cargador, auriculares y funda (que algunas marcas ya ni siquiera traen cargador). Buena duración de la batería, obviamente dependiendo del uso que uno le dé, buena calidad de fotos, excelente almacenamiento. Por el momento conforme con el producto.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Muy buen producto, satisfecha!!! muy buena cámara, la batería dura un montón, muy buenos los parlantes. Lo recomiendo 👍🏻.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Fue una muy buena compra. En calidad y precio. Y mi marido se compró el de 256gb. Lo recomiendo.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Ya me habían hablado de la calidad que maneja esta marca de celulares, por el precio que sale te llevas un excelente celular a la altura de uno de alta gama. No todo es perfecto, puede haber capaz algun componente que no rinda como esperabas, pero son cosas mínimas. En mí caso la placa de wifi cuando se usa como anclaje de red o zona de red, sufre muchos cortes pero bien puede ser un tema de compatibilidad entre las placas de wifi que interactúan. Del resto excelente!.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Excelente relación precio calidad, para las especificaciones que tiene no van encontrar algo del mismo precio. Para el uso que le doy yo que no es mucho excelente. Gracias a los 6gb ram no se me tilda como mi celular anterior cuando hay varias apps abiertas, memoria rom de sobra para instalar todo lo que quieras. No es un celular ""gamer"" así que no esperen mucho de ese lado pero para uso cotidiano normal va como piña. El único problema que vi es que al intentar cargarlo con un cargador que no es el original no cargó, me asusté un poco. Pero con el original carga perfecto (no es carga rápida). La batería (con bt prendido todo el día por el smartwatch) me dura un día y medio, así que bastante bien.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Bien de acuerdo con el precio.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Ya tenia un telefono de esta marca, lo unico mas viejo. Y la verdad que funcionan muy bien. Precio y calidad muy bueno.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Muy buena marca !!!.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Excelente equipo. Gracias.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Es hermoso! la verdad era lo que esperaba funciona todo bien. Muchas gracias.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Hasta ahora anda perfecto. Relación precio calidad acorde.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Excelente.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,4,Cumple todas las funciones de un celular.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Excelentes buen producto.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Muy lindo.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Me fascino. Recomendable.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Messirve.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Muy conforme con el precio.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"El telefono hasta el momento funciona bien, nada que envidiarle a marcas reconocidas, esteticamente de primera, internamente igual, lo unico que note es que dura un poco menos la bateria de lo que duraba mi cel anterior, quiza tenga que ver con la mayor cantidad de funciones que este trae. Pero en general todo perfecto, consegui templado que se adapta, lo unico que no consigo es funda, pero safa la que trae, me gustaria una mas resistente. En general todo bien. Recomiendo!.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Excelente celular, ya tuve el 20se y me gustó muchísimo, y este está mucho mejor. Aparte viene con nfc. Muy recomendable.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Muy buen producto, excelente precio calidad, recomendable.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Precio calidad, lo tengo hace unos 25 dias y todo funciona muy bien.
La camara muy buena.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Espectacular, tenia miedo porque no conocia la marca. Peroun 10. Muy rapido, mucha memoria y una camara increible. Lo super recomiendo.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"Este celu está muy bueno, me encanta no tener que preocuparme por el espacio, lo uso a full todo el día y me rinde bastante bien, la cámara saca buenas fotos pero podría mejorar, el sistema operativo es bastante práctico.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Excelente no me imaginaba tan bueno.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,4,"Muuuuuy rápido muy bien sonido y cámara, muy nítida la pantalla, la letra no es muy grande pero la nitidez hace q se vea espectacular y yo no veo bien.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Buen celular.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Muy buen producto.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Lo compré para regalo. Súper conforme.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,"De mil maravillas, excelente calidad gracias.",Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Es muy rápido.,Positive
Tcl 40 Se 256 Gb  Twilight Purple 6 Gb Ram,MLA1401603065,5,Muy bueno.,Positive
